name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance
Solar Hotel,4be196eb8dd062b5a0653e3c,48.83389475110774,2.328707066392324,75014,Paris,"['22 Rue Boulard', '75014 Paris', 'France']",Hotel,75014,14,1,ChIJT-fzqbdx5kcRX8kAkM7gez4,Solar Hotel,4.2,153,"22 Rue Boulard, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8338509,2.328795,0.00809047057328435
Paris Address Apartment PAEN19,4dee42fd7d8bb2167437370e,48.83843846,2.33095694,75014,Paris,"[""19 Passage d'Enfer"", '75014 Paris', 'France']",Hotel,75014,14,0,ChIJu6ev6iNu5kcR-AVnnY_Bq6I,Paristay apartment rentals,3.1,25,"16 Rue Jean-Jacques Rousseau, 75001 Paris, France","['real_estate_agency', 'lodging', 'point_of_interest', 'establishment']",48.862533,2.3408736,2.7765586027973757
Hotel Denfert Montparnasse,5006a288e4b08643c7209551,48.83535766601562,2.326159954071045,,Paris,"['70 Rue Daguerre', 'Paris', 'France']",Hotel,75014,14,2,ChIJzcbzCrZx5kcRBsJE7WbsBC0,Denfert-Montparnasse,3.4,116,"70 Rue Daguerre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83530859999999,2.3260506,0.00970677141446737
Hôtel Floridor,50844b13e4b091f16b4f3d52,48.83375475861356,2.331172227859497,75014,Paris,"['28 place Denfert-Rochereau', '75014 Paris', 'France']",Hotel,75014,14,1,ChIJHVxrf7dx5kcR-FfvPzur-rs,Hôtel Floridor,3,118,"28 Place Denfert-Rochereau, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8337795,2.3311736,0.0027532468627041134
Hotel Clairefontaine,4f706a16e4b02a6d6a93cc2d,48.835965260987656,2.3253527613021503,75014,Paris,"['11 Rue Fermat', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJKcz3-rVx5kcR-UKOkO8xY64,Hôtel Clairefontaine Paris,3.4,151,"11 Rue Fermat, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.835916,2.32542,0.007373961103524334
Tipi Hotel Paris,4bd89f6d2ecdce726cded0f2,48.835463454191725,2.3253616598889417,75014,Paris,"['75 rue Daguerre', '75014 Paris', 'France']",Hotel,75014,14,4,ChIJv-KO5rVx5kcRP8C9Euif92Y,Tipi,3.2,192,"75 Rue Daguerre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8354732,2.3253507,0.0013498100750401877
Helzear Rive Gauche Apartments,505f7636e4b0d9a2f1c81a6c,48.834449,2.325796,,Paris,"['40 Rue de Liancourt', 'Paris', 'France']",Hotel,75014,14,0,ChIJT1aX0LVx5kcRYawv-DeO4qU,Suites & Hôtel Helzear Montparnasse,3.9,105,"40 Rue Liancourt, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8346811,2.3255098,0.03328172563785691
Hotel Saphir,4c9bd5e59975a143efd02ccf,48.83526765555556,2.32613102,75014,Paris,"['70 Rue Daguerre', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ6yZjRxhw5kcR-AU23qVMmL0,Hôtel Saphir,3.5,164,"10 Rue du Commerce, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.848409,2.297032699999999,2.588013812562078
Hôtel Télémaque,4f192817e4b0cfc595d2e9aa,48.83512089853915,2.326464904684349,,Paris,"['64, Rue Daguerre (19, Rue Roger)', 'Paris', 'France']",Bed & Breakfast,75014,14,2,ChIJHyNWbbZx5kcRcU0ZOZnwyTM,Hotel Telemaque,2.5,75,"64 Rue Daguerre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.835144,2.3266138,0.011228688566589684
Helzear Paris Rive gauche Montparnasse,514b9316e4b04667363c0db2,48.83465103251485,2.32550795791087,75014,Paris,"['40 rue Liancourt', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJT1aX0LVx5kcRYawv-DeO4qU,Suites & Hôtel Helzear Montparnasse,3.9,105,"40 Rue Liancourt, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8346811,2.3255098,0.0033464344295170883
Villa Modigliani,4baa478bf964a520925a3ae3,48.8412353619644,2.3281587118908216,,,['France'],Hotel,75014,14,8,ChIJvyWVy85x5kcRc4DAVeoXDCE,Hôtel Villa Modigliani,3.9,456,"13 Rue Delambre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8416455,2.3279612,0.04785890872172202
Le Royal,4bbd20e8593fef3b63210356,48.8409988261871,2.3297856462348268,75014,Paris,"['212 boulevard Raspail', '75014 Paris', 'France']",Hotel,75014,14,6,ChIJAQCQ0Mhx5kcRMvesaRcKEBU,Hôtel Le Royal Rive Gauche,4.4,66,"212 Boulevard Raspail, 75014 Paris, France","['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.84095919999999,2.3295497,0.01787132363195722
Best Western A La Villa des Artistes,4c7c008f2d3ba14377ae95d0,48.84225288288876,2.330929219706377,75006,Paris,"['9 rue de la Grande Chaumière', '75006 Paris', 'France']",Hotel,75006,6,19,ChIJ8YMmR89x5kcRtXYFeUmIUVQ,Hôtel A La Villa Des Artistes,4.3,243,"9 Rue de la Grande Chaumière, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.842264,2.330856,0.005514875287076124
Hôtel Aiglon,4adcda01f964a520133121e3,48.83951588642603,2.3302964773968653,75014,Paris,"['232, boulevard Raspail', '75014 Paris', 'France']",Hotel,75014,14,18,ChIJAfYhjchx5kcRGoCwm4BX99U,Hôtel Aiglon - Esprit de France,4.5,264,"232 Boulevard Raspail, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8397083,2.3301287,0.024688915125051475
Hôtel Mercure Paris Montparnasse Raspail,4ba340c8f964a520d53138e3,48.84121551751876,2.3300110402840897,75014,Paris,"['207 boulevard Raspail', '75014 Paris', 'France']",Hotel,75014,14,26,ChIJUxi70shx5kcRDmbZEF45rnE,Hôtel Mercure Paris Montparnasse Raspail,4.2,237,"207 Boulevard Raspail, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8412131,2.330295399999999,0.020874903299997423
Hôtel Istria,4dd563c0d22d8e00fcdff4c4,48.839065000000005,2.3316310000000002,75014,Paris,"['29 rue Campane Première', '75014 Paris', 'France']",Hotel,75014,14,8,ChIJ5wkSgchx5kcRXzAn8zPTjf8,hôtel Istria,3.6,245,"29 Rue Campagne Première, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8390874,2.331623,0.0025593150703782466
Hôtel de la Paix,4adcda02f964a5207a3121e3,48.840097,2.3306400000000003,75007,Paris,"['225 boulevard Raspail', '75007 Paris', 'France']",Hotel,75014,14,18,ChIJixaCk8hx5kcRCyhmXMD2vk0,Hôtel de la Paix Montparnasse,4.1,142,"225 Boulevard Raspail, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8400989,2.330668,0.0020661927489835632
Hotel Lenox Montparnasse,4bbbf48ce5b0d13aafcf6e7c,48.841657362619,2.327894259209448,75014,Paris,"['15 Rue Delambre', '75014 Paris', 'France']",Hotel,75014,14,14,ChIJIXh7ys5x5kcRxZ51Xleezl8,Hôtel Lenox Montparnasse,4.3,236,"15 Rue Delambre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8416346,2.3279017,0.002589608234628259
Hotel Atelier Saint Germain***,4e807f4829c2611406c4cfc5,48.842572613149386,2.328632129006796,75006,Paris,"['49 rue Vavin (Boulevard Raspail)', '75006 Paris', 'France']",Resort,75006,6,10,ChIJGQUw3c5x5kcRdzzFp8mUjOs,Hôtel Atelier Saint-Germain Paris,3.6,64,"49 Rue Vavin, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8425956,2.3288105,0.013340023351508972
Hôtel Chaplain Rive Gauche,4adcda03f964a520a23121e3,48.84264978565691,2.3303864022502263,75006,Paris,"['11 bis rue Jules-Chaplain', '75006 Paris', 'France']",Hotel,75006,6,6,ChIJMUGLFM9x5kcRhGAI1vvzuYo,Hôtel Le Chaplain Paris Rive Gauche,4.3,104,"11Bis Rue Jules Chaplain, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8427118,2.3303832,0.006900414244765418
Hotel Apollinaire,4c7bf0013badb1f7645d5654,48.84134242521168,2.32574244159713,,Paris,"['Rue Delambre 39', 'Paris', 'France']",Hotel,75014,14,7,ChIJdd0U-Mtx5kcRW9XD3n-4LhE,Hôtel Apollinaire,4,117,"39 Rue Delambre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8412856,2.3257832,0.006991789612906563
Jean Cocteau Room,53e7fb88498e6a14dc57e2ea,48.841739000000004,2.329756,,,['France'],Hotel,75014,14,0,,,,,,,,,['']
Hotel Polinare,53a571e2498e4ec9e9752297,48.841392,2.325611,,,['France'],Hotel,75014,14,0,,,,,,,,,['']
Hôtel Jardin Le Bréa,4e74e076483b0cf5ec7da106,48.84285424350533,2.329884402491885,75006,Paris,"['14 rue Bréa', '75006 Paris', 'France']",Hotel,75006,6,5,ChIJcctyGc9x5kcRRe7CwLp6TvM,Hôtel Jardin Le Bréa,4.4,101,"14 Rue Bréa, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8428966,2.329824399999999,0.006448634330233935
Hôtel des Académies et des Arts,5251c50a11d2f2de44fec466,48.84209806987464,2.3304024338722233,75006,Paris,"['15 rue de la Grande Chaumière', '75006 Paris', 'France']",Hotel,75006,6,0,ChIJmyoMOs9x5kcRL6dNGlTJXrQ,Hôtel des Academies et des Arts - Paris 6,4.4,82,"15 Rue de la Grande Chaumière, 75006 Paris, France","['spa', 'cafe', 'lodging', 'food', 'point_of_interest', 'establishment']",48.84210119999999,2.3304366,0.002531931985254054
Hôtel des Académies et des Arts,4bfb7c5065fbc9b6307b916c,48.842097264191935,2.330342807788392,75006,Paris,"['15 rue de la Grande Chaumière', '75006 Paris', 'France']",Hotel,75006,6,5,ChIJmyoMOs9x5kcRL6dNGlTJXrQ,Hôtel des Academies et des Arts - Paris 6,4.4,82,"15 Rue de la Grande Chaumière, 75006 Paris, France","['spa', 'cafe', 'lodging', 'food', 'point_of_interest', 'establishment']",48.84210119999999,2.3304366,0.006898511531574981
Alberto Magnelli room,5767126a498ee525ec54b0b1,48.841719,2.33033,,,['France'],Hotel,75014,14,0,,,,,,,,,['']
Hotel des bains,4e8ab1b76c25a192d54f204e,48.841197451459685,2.3261743164436743,,Paris,"['Paris', 'France']",Hotel,75014,14,1,ChIJg7l9_8tx5kcRezYfish_p0o,Hôtel des Bains,3.8,83,"33 Rue Delambre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8413856,2.3262614,0.021878041907872216
Hôtel Raspail Montparnasse,4adcda01f964a520523121e3,48.841609178390684,2.329779405499193,75014,Paris,"['203 Boulevard Raspail', '75014 Paris', 'France']",Hotel,75014,14,6,ChIJR88QM89x5kcRLkEzJbedmaY,"Hôtel Raspail Montparnasse (Hôtel Quartier Gare Montparnasse, Hôtel Quartier Raspail Paris)",4.1,97,"203 Boulevard Raspail, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.841663,2.3301089,0.02491563727193477
Hôtel UNIC,4cfb474edccef04d75a0ba9c,48.84201755675618,2.325408136753839,75014,Paris,"['56 rue du Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJ760PDsxx5kcRp30tQqpfESA,Unic Renoir Saint-Germain,3.4,283,"56 Rue du Montparnasse, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8420373,2.325316699999999,0.007061715481380409
Room 502,51e55e97498e1df3ab69c617,48.84223056635601,2.3253533777224313,,,"[""Rue D'Odessa 13"", 'France']",Hotel,75014,14,0,,,,,,,,,['']
Villa Luxembourg,4b620342f964a52083302ae3,48.8417321795565,2.3304863114986256,,Paris,"['121 boulevard du Montparnasse', 'Paris', 'France']",Hotel,75006,6,15,ChIJ85s-Ns9x5kcRkZOJ76q9gb0,Villa Luxembourg,3.5,241,"121 Boulevard du Montparnasse, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8418688,2.3305988,0.017291872286007065
Waytostay,4d41e4f2aed776eb48586897,48.8413,2.3254,75014,Paris,"['Rue Delambre, 14ème Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,346.6005055225057
Hotel Delambre,4f79e752e4b07648269db59e,48.841540056522845,2.325960313792183,75014,Paris,"['35 (Rue Delambre)', '75014 Paris', 'France']",Resort,75014,14,1,ChIJnQhD_8tx5kcRZoSf7paA2mk,Hôtel Delambre,4.2,71,"35 Rue Delambre, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8412948,2.3260715,0.02846910151434135
Residence Unic Saint Germain,4adcda01f964a520013121e3,48.84212596368568,2.3253121762926843,75014,Paris,"['56 Rue du Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ760PDsxx5kcR5LnaTV5KKog,Residence Renoir,2.8,163,"39 Rue du Montparnasse, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8426907,2.3261771,0.08930175750940847
Apostrophe Hôtel,4bc4358b74a9a5938f86d5f6,48.841816714884885,2.331611609274519,75006,Paris,"['3 rue de Chevreuse (Boulevard Montparnasse)', '75006 Paris', 'France']",Hotel,75006,6,8,ChIJsWLoVs9x5kcRQ65DWjKyGaA,Apostrophe Hotel,4.2,127,"3 Rue de Chevreuse, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8418113,2.3317823,0.012543713506917943
Danemark Hotel Paris,4bc8e2ca762beee1fea53d38,48.84335888391509,2.3297758586337634,,Paris,"['21 Rue Vavin', 'Paris', 'France']",Hotel,75006,6,1,ChIJn078BM9x5kcRSuzsyXsevDc,Hotel Danemark,4,69,"21 Rue Vavin, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84337530000001,2.3298922,0.008732523567181426
Hôtel Renoir,4adcda02f964a520593121e3,48.84277132789304,2.3262123037408298,75014,Paris,"['39 rue du Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,2,ChIJ760PDsxx5kcR5LnaTV5KKog,Residence Renoir,2.8,163,"39 Rue du Montparnasse, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8426907,2.3261771,0.009331280576789676
Hôtel Leopold,5d77523472c409000807efcd,48.840099,2.330036,75014,Paris,"['225, boulevard Raspail', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ4ec6b59x5kcRUfptLa8oNz4,Hôtel Léopold,4.6,22,"225 Boulevard Raspail, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84010440000001,2.3306316,0.04372458056217519
Hôtel de Massa,4dee4b442271e7b446324bc3,48.83603546254686,2.337885243097825,75014,Paris,"['38 rue du Faubourg Saint-Jacques', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJaaHfqcBx5kcRIQucWLwSrms,Hôtel de Massa,4.5,17,"38 Rue du Faubourg Saint-Jacques, 75014 Paris, France","['point_of_interest', 'establishment']",48.8362355,2.337639900000001,0.028622680580857606
Rubesh Palace,4bd4d9366798ef3bc08d628d,48.834903999999995,2.342362,,,['France'],Bed & Breakfast,75013,13,0,,,,,,,,,['']
Waytostay,4d41e4e5aed776eb93556897,48.837109999999996,2.33973,75005,Paris,"['Boulevard Port Royal, 05ème Quartier Latin', '75005 Paris', 'France']",Hotel,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,347.5384677209828
Hôtel André Latin,4d52dc2dc5ff6ea87fbeb207,48.842857,2.342542,75005,Paris,"['50 Rue Gay-Lussac', '75005 Paris', 'France']",Hotel,75005,5,22,ChIJHwvYccJx5kcR2u0mzZX1LRE,Hôtel André Latin,3.9,339,"50 Rue Gay-Lussac, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8428566,2.3425424,5.3298765033492336e-05
Hôtel Le Relais Saint-Jacques,4adcda01f964a520223121e3,48.84314801457637,2.34236401866112,75005,Paris,"[""3 rue de l'abbé de l'épée"", '75005 Paris', 'France']",Hotel,75005,5,12,ChIJz12XZcJx5kcRvc1BFooBFvg,Relais Saint Jacques,4.3,72,"3 Rue de l'Abbé de l'Épée, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8430523,2.3422519,0.013454524723746412
Hotel des Mines,4c3c70c9980320a1ce9f8ae4,48.84275566388898,2.3383349508364546,75005,Paris,"['125 boulevard Saint-Michel', '75005 Paris', 'France']",Hotel,75005,5,10,ChIJb6NCksNx5kcRVCpcLCsgySU,Hotel des Mines,3.7,239,"125 Boulevard Saint-Michel, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84267800000001,2.3386686,0.025968775971547908
Hôtel Pierre Nicole,4e0f3e441520c4d8cefa2e50,48.83982858602693,2.3386855431099463,75005,Paris,"['39 rue Pierre-Nicole', '75005 Paris', 'France']",Hotel,75005,5,1,ChIJl04pPsFx5kcR8qevhyqFE6Y,Hôtel Pierre Nicole,4.3,82,"39 Rue Pierre Nicole, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.839785,2.3388485,0.012906756520663856
Hotel Beauvoir,4bf21ef8a09076b050fc29d4,48.83990167194048,2.337056569098728,75005,Paris,"['43 Ave Georges Beranos (Boulevard de Port Royal)', '75005 Paris', 'France']",Hotel,75005,5,3,ChIJpzX4ysZx5kcR6SddC1nJhjM,Hôtel Beauvoir,3.1,218,"43 Avenue Georges Bernanos, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8398855,2.3374537,0.02920722844143268
Chez Paris - AirBNB,4e1ad9af62e12640d88b8a89,48.8427,2.341742,,Paris,"['14 Rue des Ursulines (Rue Saint-Jacques)', 'Paris', 'France']",Bed & Breakfast,75005,5,0,,,,,,,,,['']
Hôtel Novanox,4adcd9fff964a520a83021e3,48.84051831135153,2.334423234552476,75006,Paris,"['155 boulevard du Montparnasse', '75006 Paris', 'France']",Hotel,75006,6,6,ChIJjXlEZMZx5kcRkuPl4YqdxtY,Hôtel Novanox,3.9,142,"155 Boulevard du Montparnasse, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84063330000001,2.3344686,0.013213987373782104
Hotel Mercure,4bcf3b12046076b0dee26d71,48.8426399230957,2.342040538787842,,Paris,"['Rue du passage', 'Paris', 'France']",Hotel,75005,5,0,ChIJAQZ1qMtx5kcRDPU1qZp15Sg,Hotel Mercure Paris Gare Montparnasse,4.1,619,"20 Rue de la Gaité, 75014 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8400123,2.323595199999999,1.3851338242510205
Gilles Et Cecille,4eb64ce3dab4fe511206e6a9,48.84032821655274,2.3358020782470703,,,['France'],Bed & Breakfast,75006,6,0,,,,,,,,,['']
Hôtel Lutetia,4adcda00f964a520b93021e3,48.85109441256857,2.3269953020557432,75006,Paris,"['45 boulevard Raspail', '75006 Paris', 'France']",Hotel,75006,6,42,ChIJeZFhedFx5kcRMsoJLvDQUrM,Hôtel Lutetia,4.3,722,"45 Boulevard Raspail, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8512444,2.3272379,0.02439668153616223
Holiday Inn Paris - Notre Dame,4be05f934c55b6516169eab7,48.8527923,2.3423043,75006,Paris,"['4 rue Danton', '75006 Paris', 'France']",Hotel,75006,6,66,ChIJx1SgQ95x5kcRSjdbtit5qP0,Holiday Inn Paris - Notre Dame,4.2,565,"4 Rue Danton, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8527923,2.3423043,0.0
Holiday Inn Paris - Saint-Germain-des-Prés,4b87de08f964a52010d031e3,48.846869339036324,2.3258695006370544,75006,Paris,"['92 Rue De Vaugirard', '75006 Paris', 'France']",Hotel,75006,6,55,ChIJF5ECBtJx5kcRE6q8TBAZi50,Holiday Inn Paris - St. Germain des Près,4,477,"92 Rue de Vaugirard, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84686929999999,2.3258695,4.341356239422194e-06
Villa Madame,4bb794f41261d13a6883e798,48.84879017611036,2.3316177300217173,75006,Paris,"['44 rue Madame', '75006 Paris', 'France']",Hotel,75006,6,15,ChIJoWg6YtBx5kcR6BSejG_90tQ,Hotel La Villa Madame,4.7,99,"44 Rue Madame, 75006 Paris, France","['park', 'lodging', 'point_of_interest', 'establishment']",48.84882100000001,2.331615,0.003433677262790786
Hôtel Trianon Rive Gauche,4bebfe27415e20a12dece6bb,48.848791999999996,2.341011,75006,Paris,"['3 rue de Vaugirard', '75006 Paris', 'France']",Hotel,75006,6,35,ChIJvTLJVNxx5kcR8QkZ9Cqvwfc,Hotel Trianon Rive Gauche (Hotel Paris Saint Germain des Pres),4.1,325,"3 Rue de Vaugirard, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84879679999999,2.3410137,0.000569387808621883
Select Hôtel,4b7d877af964a520abc42fe3,48.848383,2.342566,75005,Paris,"['1 place de la Sorbonne', '75005 Paris', 'France']",Hotel,75005,5,12,ChIJuRr1dt1x5kcRA78GsZgq1Z0,"Select Hotel Rive Gauche (Hôtel Saint-Michel, Hôtel Quartier Sorbonne, Hôtel Sorbonne Paris)",4.5,271,"1 Place de la Sorbonne, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8484011,2.342633199999999,0.0053269754727953
Hotel Sevres Saint Germain,4cbdbd37d78f4688de48cf73,48.849365543201934,2.325059392922876,75006,Paris,"['22 rue Saint Placide', '75006 Paris', 'France']",Hotel,75006,6,4,ChIJ_dppstNx5kcRW8D61iKaBXo,Hôtel Sèvres Saint Germain,4.2,27,"22 Rue Saint-Placide, 75006 Paris, France","['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.84928600000001,2.3249035,0.014462065496972291
Hôtel Cluny Square  ,4adcda01f964a520303121e3,48.85141948827147,2.3433946090963627,75005,Paris,"['21 boulevard Saint-Michel', '75005 Paris', 'France']",Hotel,75005,5,11,ChIJsfv-CN5x5kcRlf84sulFq4M,Hotel Cluny Square,4.2,240,"21 Boulevard Saint-Michel, 75005 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8515299,2.3435024,0.014606211941236201
Le Sénat,4b947a3ff964a520e87a34e3,48.8490616090976,2.3396631739339395,75006,Paris,"['10 Rue Vaugirard (Rue Monsieur le Prince)', '75006 Paris', 'France']",Hotel,75006,6,16,ChIJ5VhrXtxx5kcRYsiNILs3_R4,Le Sénat,4.4,122,"10 Rue de Vaugirard, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8490771,2.3397783,0.008623231282142376
Hôtel Le Lapin Blanc,53a0c4e0498e527f3c6fd829,48.849189,2.342274,75005,Paris,"['41 boulevard Saint-Michel', '75005 Paris', 'France']",Hotel,75005,5,22,ChIJE55Xot1x5kcRZUK83Vbbh0U,Hotel Le Lapin Blanc,4.6,105,"41 Boulevard Saint-Michel, 75005 Paris, France","['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.84918099999999,2.342292,0.0015927008855452023
